Market,50
9166.849609,69.451019
9234.200195,69.7929
9287.769531,70.085953
9272.280273,69.841743
9284.30957,70.037109
9265.80957,69.988274
9219.820313,69.7929
9252.599609,70.574356
9219.169922,70.037109
9165.169922,69.7929
9283.990234,70.672035
9317.240234,70.96508
9306.570313,70.916237
9322.5,71.013916
9385.650391,71.697685
9362.25,71.306961
9299.549805,70.916237
9306.919922,70.916237
9290.120117,70.916237
9272.700195,70.916237
9139.040039,70.085953
9067.269531,69.548698
9068.150391,69.35334
9189.839844,70.330154
9217.429688,70.672035
8943.200195,68.376534
9152.179688,70.330154
8957.759766,68.425377
8940.400391,68.474213
8931.030273,68.278854
8962.219727,68.376534
8995.259766,68.571892
9008.790039,68.767258
9041.110352,68.864937
9133.389648,69.7929
9178.230469,70.134796
9159.070313,69.695221
9222.240234,70.085953
9192.379883,69.988274
9240.709961,70.037109
9263.530273,70.330154
9189.490234,69.548698
9160.660156,69.451019
9250.769531,70.330154
9263.889648,70.330154
9375.860352,71.209282
9392.679688,71.453484
9349.94043,71.160439
9382.139648,71.258118
9368.519531,71.40464
9360.349609,71.306961
9326.780273,70.623199
9239.320313,70.183632
9242.410156,70.085953
9204.259766,70.037109
9118.75,69.157982
9078.639648,68.91378
9110.540039,69.157982
9109.269531,69.109138
9201.400391,69.93943
9153.089844,69.597542
9253.5,70.134796
9272.879883,70.232475
9286.959961,70.183632
9358.139648,70.818558
9372.219727,70.96508
9342.419922,70.769714
9349.639648,70.720879
9345.740234,70.720879
9410.179688,71.453484
9378.830078,70.916237
9292.330078,70.330154
9354.530273,70.623199
9341.969727,70.476677
9318.120117,70.281311
9331.459961,70.476677
9424.049805,71.062759
9447.950195,71.600006
9428.969727,71.209282
9455.55957,71.160439
9538.009766,71.551163
9554.55957,71.600006
9543.25,71.75
9590.179688,72
9665.589844,72.800003
9710.320313,72.949997
9718.780273,73.199997
9799.759766,73.900002
9771.25,73.449997
9759.759766,73.349998
9753.200195,73.099998
9763.929688,73.25
9778.780273,73.300003
9769.30957,73.099998
9750.469727,73.150002
9674.780273,72.349998
9691.799805,72.550003
9648.209961,72.099998
9738.070313,72.449997
9753.450195,72.849998
9658.610352,72.050003
9627.889648,72
9697.339844,72.5
9744.209961,73
9740.30957,72.849998
9837.830078,73.800003
9908.69043,74
9912.969727,73.949997
9972.490234,74.900002
9922.660156,74.199997
9930.740234,74.349998
9876.769531,74.199997
9876.450195,74.25
9856.25,74
9848.150391,73.900002
9811.519531,73.699997
9949.480469,74.650002
9897.799805,74.400002
9873.370117,74.099998
9882.540039,74.199997
9832.419922,73.900002
9817.679688,74.050003
9836.679688,74.400002
9732.929688,73.550003
9716.400391,73.599998
9746.55957,73.599998
9639.94043,72.800003
9632.69043,72.800003
9717.410156,73.5
9717.950195,73.650002
9841.709961,74.349998
9856.450195,74.550003
9860.620117,74.5
9872,74.550003
9941.269531,75.199997
9955.330078,75.550003
9967.639648,75.650002
9899.94043,75.150002
9937.25,75.699997
9915.480469,75.949997
9968.320313,76.25
10001.48047,76.5
9986.820313,76.300003
10036.82031,76.5
10031.49023,76.5
10013.66992,76.300003
9969.450195,75.900002
9947.620117,75.849998
9997.259766,76.050003
10007.83984,76.349998
10108.49023,77
10101.9502,76.949997
10040.71973,76.5
10087.41992,76.900002
10152.53027,77.199997
10226.83984,78
10206.17969,77.949997
10209.99023,77.949997
10225.78027,78.25
10199.65039,78
10109.95996,77.150002
10128.15039,77.25
10072.45996,76.849998
10088.34961,76.900002
10156.73047,77.699997
10250.59961,78.550003
10324.45996,79.449997
10349.71973,79.550003
10399.05957,79.75
10377.7002,79.699997
10513.95996,81.400002
10512.05957,81.300003
10390.54981,80.550003
10421.65039,80.650002
10395.07031,80.400002
10412.79004,80.449997
10347.78027,80
10404.79004,80.75
10368.2002,80.400002
10297.25,79.949997
10289.91016,80.349998
10415.57031,81.550003
10420.67969,81.550003
10460.15039,82.199997
10443.91016,82.050003
10457.54004,82.199997
10481.25977,82.400002
10506.09961,82.699997
10499.36035,82.650002
10436.7002,82.099998
10461.28027,82.300003
10463.15039,82.449997
10419.11035,82.150002
10508.37012,83
10423.04981,82.099998
10427.33008,81.349998
10437.29004,81.800003
10519.26953,82.5
10469.87988,82.199997
10506.55957,82.349998
10579.37988,82.949997
10568.96973,82.900002
10470.37988,82.150002
10329.74023,81.599998
10329.57031,81.25
10225.28027,80.75
10311.16016,81.300003
10290.38965,81
10369.37012,81.650002
10321.33008,81.150002
10326.38965,81.050003
10392.07031,81.849998
10406.80957,81.75
10488.95996,82.550003
10515.50977,82.699997
10525.98047,82.550003
10496.57031,82.300003
10569.40039,82.699997
10585.78027,82.949997
10594.82031,83
10569.87012,82.849998
10617.83984,82.949997
10547.86035,82.599998
10538.50977,82.25
10609.9502,82.699997
10572.16016,82.550003
10610.34961,82.849998
10532.87988,82.300003
10553.57031,82.349998
10580.41016,82.349998
10631.57031,83.150002
10576.13965,82.75
10519.16992,82.199997
10578.44043,82.699997
10449.67969,81.599998
10335.88965,80.949997
10257.01953,80.300003
10326.67969,80.699997
10296.4502,80.400002
10329.94043,81.199997
